best,average,diversity
0.12321185084530517,0.12723836375860725,0.9977408682070446
0.12321185084530517,0.1261824792573812,0.9950130657889974
0.12209015741029616,0.12483366889381739,0.990656626976442
0.12163639176313112,0.12375203980828238,0.9862823919252665
0.12141839308812397,0.12346681314255538,0.9662945786629007
0.12141839308812397,0.12317023196116447,0.9645323239403485
0.12114600422943556,0.12310636769380352,0.9688423907674255
0.12069173948314538,0.12284558568213516,0.9782329629948301
0.12069173948314538,0.12291844499622077,0.9818255914041624
0.12069173948314538,0.1226055082210014,0.9800138107751806
0.1200130596674227,0.12253412014214629,0.982061665329075
0.1200130596674227,0.12262958989853215,0.9812807387511298
0.11974376812846421,0.12222525485888398,0.9776316396437583
0.11961787366219068,0.12200113029933253,0.9757114696425409
0.11961787366219068,0.12173843248975708,0.975376109156199
0.11961787366219068,0.1216069344245167,0.9721728726606875
0.11961787366219068,0.12138522080663285,0.9726954563151128
0.11961787366219068,0.12182747233798458,0.9723288283957945
0.11941786091715179,0.12154412784891404,0.9733217831872107
0.11941786091715179,0.12127005133648751,0.9751020512943815
0.11904156248320452,0.12095057089445109,0.9755466948824485
0.11904156248320452,0.12139087862088373,0.9769127771525186
0.11904156248320452,0.12126438566419324,0.9774556223946278
0.11904156248320452,0.1214131261263496,0.9783003312622744
0.11904156248320452,0.12118888212933306,0.9748791738589195
0.11904156248320452,0.12109598568144674,0.9697748856775257
0.11904156248320452,0.12094611260454667,0.9761659084524279
0.11904156248320452,0.1204824684698411,0.9718504234989362
0.11904156248320452,0.12097050160918484,0.9695990409014574
0.11904156248320452,0.12113263631088202,0.9707058522367373
0.11904156248320452,0.12064605072259503,0.9701117770996917
0.11904156248320452,0.1210654341212886,0.9675200754604141
0.11904156248320452,0.12124797709078156,0.964708692510757
0.11870349173311479,0.12087359192443836,0.9678002285986294
0.11870349173311479,0.1210048151620437,0.9626422404380699
0.11870349173311479,0.12106699294034025,0.9612896817768335
0.11870349173311479,0.12152225646518526,0.9608160906705796
0.11870349173311479,0.12119749744132187,0.9611167812222201
0.11870349173311479,0.12070226783286278,0.9637372087352182
0.11870349173311479,0.12100883951944505,0.9665963743243353
0.11870349173311479,0.12071479670435524,0.9661251667933117
0.11870349173311479,0.12093433469130674,0.9649091497303117
0.11870349173311479,0.12119039779466381,0.9705763162716349
0.11870349173311479,0.12050540368854641,0.9708767150424291
0.11870349173311479,0.12062500315437438,0.9717000524646102
0.11870349173311479,0.12107268662673386,0.9663941616308245
0.11870349173311479,0.12071640232877404,0.9678378129000269
0.11870349173311479,0.12071305560087489,0.9653638495933192
0.11870349173311479,0.12038995208451155,0.9643802534692767
0.11870349173311479,0.1208682211726544,0.968435260722299
