best,average,diversity
0.12379930093667746,0.12800708183333387,0.9975285036898286
0.12211578415104762,0.12693995201581573,0.993716829375299
0.12211578415104762,0.1256020921320545,0.9907772570432791
0.12211578415104762,0.12446582312298253,0.9648832704926775
0.12211578415104762,0.12435054845181213,0.9446307398903067
0.12158366817614263,0.12373730327421793,0.9482791307687684
0.12158366817614263,0.12316144919924547,0.9519681521036687
0.12118797065499587,0.12323543752789386,0.9428572306647842
0.12118797065499587,0.12293364385783138,0.9365037126941667
0.12118797065499587,0.12275254177916396,0.9380012067483853
0.12118797065499587,0.1231680961094383,0.9375800733362982
0.12077856996878378,0.12305991037012533,0.9430352386109921
0.12054705855520831,0.12263169017650084,0.9456606905760025
0.12054705855520831,0.12260261512919325,0.9558777786962676
0.1204018379167715,0.122214315551977,0.946934347816133
0.1204018379167715,0.12198080909309748,0.949695365732101
0.11993421274401006,0.1223081055751365,0.9522184725192615
0.11993421274401006,0.12193417840781957,0.9540323157611164
0.11993421274401006,0.12188003933020139,0.9578741710366556
0.11993421274401006,0.12184918779691313,0.9642647343826805
0.11993421274401006,0.12187344255000211,0.9646073073061052
0.11993421274401006,0.12243564438890028,0.9606573042502184
0.11993421274401006,0.12225540445620944,0.9591885442927883
0.11993421274401006,0.12238974894993894,0.9654337857397004
0.11993421274401006,0.12221100948538002,0.9645629687676882
0.11993421274401006,0.12211801207735488,0.9604307399501062
0.11993421274401006,0.1225540896651275,0.9607759707829161
0.11993421274401006,0.12235043120928116,0.960275607153446
0.11915801066731802,0.12180635611549637,0.9546546522909769
0.11915801066731802,0.12192433703957203,0.952293063696279
0.11915801066731802,0.12158887250330139,0.9470670336159492
0.11915801066731802,0.12155989393150561,0.9359422126805337
0.11915801066731802,0.12128258354740742,0.9384367456892628
0.11915801066731802,0.12178684433624082,0.9437056906536607
0.11915801066731802,0.12193947311128528,0.9387064058381178
0.11915801066731802,0.12146247660379506,0.9445264189886989
0.11915801066731802,0.1217979465847526,0.9473104327453753
0.11915801066731802,0.12168911835747424,0.9426923685756616
0.11915801066731802,0.1217444303756618,0.9422439020816396
0.11915801066731802,0.12145081327104339,0.9416712686913276
0.11915801066731802,0.12138489425930654,0.9344633388712773
0.11915801066731802,0.12158038525436116,0.9333514769079647
0.11915801066731802,0.12152832923809596,0.9327225352224859
0.11915801066731802,0.1220734642615073,0.9364616719488538
0.11915801066731802,0.1214335383042632,0.9370185874849858
0.11915801066731802,0.12164805847615173,0.934911066174704
0.11915801066731802,0.1214781130634643,0.9357923223461531
0.11915801066731802,0.12128832471447368,0.9349382874148822
0.11915801066731802,0.1218440837665351,0.9321366285960617
0.11915801066731802,0.12183205940301993,0.9351740691729424
0.11915801066731802,0.12126084745667365,0.9330164549323792
0.11915801066731802,0.12153863422904368,0.938560377336737
0.11915801066731802,0.12107948003555759,0.9398544747329066
0.1189014971187522,0.12092080836417991,0.9375599977082577
0.1189014971187522,0.12138094275366051,0.9398602780464215
0.1189014971187522,0.12181054405121745,0.9439869867672968
0.1189014971187522,0.12146697509637035,0.9412115301140624
0.1189014971187522,0.12154540450630481,0.9453904532338269
0.1189014971187522,0.1209483332070538,0.9391056972128218
0.1189014971187522,0.1211106463681309,0.9377440560221135
0.1189014971187522,0.1212644983538938,0.9445369913676245
0.1189014971187522,0.12154791965791037,0.9483196407804185
0.1189014971187522,0.12118840756062582,0.9495024161689578
