best,average,diversity
0.12308216777037073,0.12882232676746147,0.9975623170446672
0.12308216777037073,0.12647511410303328,0.9878518977583626
0.12300163455477531,0.1253342254126652,0.98099075234872
0.12300163455477531,0.12441759352251269,0.9582444190041441
0.12239835570379087,0.12448072833852476,0.936298923649886
0.12222778993352623,0.1239932186625725,0.9317253289110123
0.12215786366881676,0.12383034305738988,0.9329830613642246
0.1211480226895022,0.12347024216749274,0.9342140340423457
0.12073607839972811,0.12313865963923858,0.9314875873633627
0.12064448418424845,0.12262982755722843,0.9346354265750128
0.12064448418424845,0.12295454738900832,0.9425618218688234
0.12064448418424845,0.12247362431041872,0.9353750718318132
0.12064448418424845,0.12286186331749244,0.9346960286173346
0.12064448418424845,0.12249454726643207,0.9300629449766776
0.12064448418424845,0.12253774994063305,0.937631038255296
0.12016129393191943,0.12256723072799029,0.9402978222036944
0.12016129393191943,0.12244264638751687,0.9411830776692041
0.12016129393191943,0.12221171793950747,0.9464580457729337
0.12016129393191943,0.1226291747196791,0.9437519403202025
0.12016129393191943,0.12267649155703049,0.9469530422265535
0.12016129393191943,0.12255379591312178,0.9510718905923199
0.12016129393191943,0.12228135637766027,0.9484722844228002
0.12016129393191943,0.12179788124712183,0.9501707949328191
0.12016129393191943,0.122223185794603,0.9499827709986479
0.12016129393191943,0.12260937493716556,0.9531368481001701
0.12016129393191943,0.12215483571428834,0.9576725773859315
0.12016129393191943,0.12208790207463131,0.9529460928331687
0.11987865565256173,0.12222416905725053,0.9518483835554725
0.11987865565256173,0.12182974627612611,0.9500028011214856
0.11987865565256173,0.1217962790294341,0.9528717421092625
0.11917135658944555,0.12195104824548518,0.9607756406868446
0.11917135658944555,0.12177211659752447,0.9606359637581194
0.11917135658944555,0.12180133866352175,0.9627585537246284
0.11917135658944555,0.12196509115954003,0.963180467347377
0.11917135658944555,0.12180111237089006,0.9594649514626109
0.11917135658944555,0.12166446396197142,0.959467707985284
0.11917135658944555,0.12195154670795125,0.9650021770499555
0.11917135658944555,0.12194794451743944,0.965418213706968
0.11917135658944555,0.12165972406551892,0.9654996162676809
0.11917135658944555,0.12139358402334494,0.9711922827233161
0.11917135658944555,0.12113952328001747,0.9724312478986764
0.11917135658944555,0.12151905279185073,0.9747217460217172
0.11917135658944555,0.12157168771459985,0.9769420474169193
0.11917135658944555,0.12159241207463257,0.9778791200335458
0.11917135658944555,0.12108914514889042,0.9763874799074794
0.11917135658944555,0.12123398856771078,0.9750665059679051
0.11917135658944555,0.12127077413038705,0.9798060544121228
0.11917135658944555,0.12142931810263773,0.9765885400890849
0.11917135658944555,0.12122932948257341,0.9752872024183072
0.11917135658944555,0.12146106738653636,0.9688996416496665
0.11917135658944555,0.12164998733280573,0.96646213441692
0.11917135658944555,0.12167225302052188,0.9687931676610021
0.11915579990670966,0.12179616777503591,0.9689928078727379
0.11915579990670966,0.1216198486415758,0.9707637804363312
0.11915579990670966,0.12125748085065714,0.9677711204216836
0.11915579990670966,0.12123533976108282,0.9661210670183307
0.11915579990670966,0.12116849628450561,0.961812049710125
0.11915579990670966,0.12178873494416421,0.9616928536845804
0.11915579990670966,0.1212588959115365,0.9670325486289764
0.11913913909633844,0.12139000929165773,0.9633066178389258
0.11913913909633844,0.12090773439263251,0.9613219007493266
0.11913913909633844,0.12125864839345347,0.9606166952314967
0.11913913909633844,0.12154027904864634,0.9589880738415737
0.11913913909633844,0.12156123359007487,0.9605820621110666
0.11913913909633844,0.12133218874739946,0.955649342083564
0.11913913909633844,0.12107574056788138,0.95641438024566
0.11913913909633844,0.12121932046989169,0.9599905311448494
0.11913913909633844,0.12106537373568484,0.956939887825452
0.11913913909633844,0.12081333381678308,0.9625227727323433
0.11913913909633844,0.12135834244284509,0.9650277205257701
0.11913913909633844,0.1215616326814132,0.9668818385269595
0.11913913909633844,0.12117791939639408,0.9657588485609085
0.11913913909633844,0.12145816097608678,0.9622723023338325
0.11913913909633844,0.12156189516863564,0.9617261415845632
0.11913913909633844,0.12115384993606423,0.9593644540795134
0.11913913909633844,0.12052415325654056,0.9560114343378245
0.11913913909633844,0.12100421590555496,0.9612200563354025
0.11913913909633844,0.12098207449503878,0.9616719733915708
0.11913913909633844,0.12134850300957616,0.9648287643796589
0.11913913909633844,0.12115939974111127,0.9584068974173973
0.11913913909633844,0.12171270582643838,0.9634574076838356
0.11913913909633844,0.1214883031793692,0.9644311019836165
0.11913913909633844,0.12115831538493806,0.9636915351995453
0.11913913909633844,0.12137295659448587,0.9629730244094896
0.11913913909633844,0.12139746277062406,0.9621467401751769
